review_id;user_id;business_id;stars;useful;funny;cool;text;date
LSoGEU62leSfI4mhnjsabg;NTXzUWavyYpKlHig456U8A;QHwNIudC388w2TGUM0wpJg;5;0;0;0;I'm flexible, but I work out daily and areas get tight. As a fitness professional, I know the importance of stretching but actually making time for it is another story. Going weekly for a stretch has made running a lot easier and I feel so much better overall! Highly recommended!;17/12/2019 14:29
lRCjto-MKmAwvm2-nW_exQ;PvN_bu_Mn8fgDitpREfczA;OYDAQKuxU8TeXRdER0qbkg;1;1;0;0;I spent 4 nights in the hotel. My friend and her two children joined us for the last two nights. My brother and his kids spent two nights in the hotel as well (in their own room). My nephew wanted to sleep in my room with his cousin one night. My nephew wet the bed in the middle of the night. When I woke up and discovered what had happened, I immediately stripped the bed. There is a mattress protector on the bed, and that was wet as well. I tried to take it off, but it was zip tied on. I called housekeeping around 6am and let them know what had happened and requested that someone come and remove the cover and change the sheets. I reminded the front desk of my request around 1pm, as it had not been taken care of yet. Around 6pm, it still had not been taken care. I called the front desk again and said if someone would just come take the cover off and bring me sheets I would make the bed myself. Someone came up and handed me sheets and then started to leave. I told her I needed the mattress cover removed. She went over to the bed and started to make it. I stopped her and said the mattress protector needed to be taken off. She explained that she didn't speak much English. I tried to explain what was needed, and she said she had to talk to a supervisor. She left. A few minutes later, the front desk calls and says that the mattress protector can only be removed by maintenance, and they won't be in until 6am the next morning. I explain that there is only a zip tie holding it on, and she said only maintenance can remove them. She repeated that they would be in the next morning. I explained to her that there was per on the bed, and we needed to sleep on it. She stated that my only other option was to switch rooms. I'm sorry, what??  You really can't change this sheet, so now I have to move rooms with 3 little kids?  I was told that was my only option. Because we needed the bed, I had to switch rooms. The new room was on a completely different floor. It was a huge inconvenience, and took at least an hour and a half out of the time I was supposed to be spending visiting with my friend. No one offered any help with our move or any other form of compensation for this huge inconvenience. I find it ridiculous that there was no way to remove this mattress cover. I can't be the first person to stay there who has had a child wet the bed. What would they have done if the hotel was full and they couldn't find us a new room?  If you are going to put covers on the mattresses that are not removable, then at least make them waterproof!!  It is highly unlikely that I will be returning to this hotel.;01/01/2020 04:10
KjC-yVmVXgsRs7jmJNyRJA;BV5xGJHsEn88uy3hgd8qSg;Dnj2AT9g5ZScjwvySzCM6Q;5;0;0;0;I fell in love with the place as soon as I walked in!  It's a big venue and workable for a lot of different types of events. I attended a Sweet 16 birthday party. It was decorated and designed beyond anything that I could envision.  Chesia, the owner, was very responsive, flexible, anticipatory and professional. She and her staff went out of their way to accommodate my family. I strongly recommend this venue.;18/06/2021 02:54
5aGxzArvXKugIjRMM5rnVg;_sqRSlPCTxVZ-usSIdO_fQ;WPr10hYaMcMksfwQ2_4-uQ;5;1;0;0;"They were very quick to respond to my voicemail and reassured me that my dress would be altered and ready for pick up within 3 days of calling them. How was amazed! They were very friendly and made me feel very welcome;) they even made a beautiful mask with the material that was left over from my dress and a handkerchief for my boyfriend. I will be sure to tell all of my friends and family, & will for sure be back!! Thanks guys!!";11/12/2020 02:59
1oni7Dc4-fsUENO-LpjO8g;gEMYpQcKhk8RfoxG06KqoQ;_XlYymFKwww0bGIgwvNbcA;3;1;0;0;"Our second visit to the Bluebird Cafe was in October, 2013. The first time we tried this place, we couldn't get in after standing outside in the rain for hours.  This time we showed up REALLY early (sometime after 4pm) and waited in line (we were 1st in line this time) for the 6pm show. We didn't go online to get tickets because you really need to do that on Mondays from what I understand...and they sell out super fast due to limited number of seats.

But, this time we actually were able to get inside. we ate, drank, and enjoyed the ""in the round"" music. It was very enjoyable. The food was ""okay""...nothing great and ditto on the drinks. But, we had fun and enjoyed our PACKED (yes, it was crammed inside) show.

For people who are coming in from out of town (like ourselves), expect to stand in line outside in whatever type of weather it happens to be that evening, and if you are lucky enough to get inside for a show, then plan to be packed in every seat. However, the staff handles the capacity pretty well once you're inside.

I still feel that the owners and staff could do so much more to make the events more enjoyable and less stressful for the customers. They need to get on top of their notoriety that the Nashville show has given them and get some help with crowds.

I'm glad we were finally able to get inside and see a show!";16/02/2014 18:46
NLDwdpucJ2XYDSKCZgjkIA;405avW-box8RewXN6mfUqw;6opkFOcm4bWNLI-0ltojww;5;0;0;0;"Amazing... LIFE = CHANGED. Danny is an absolute magic worker. Truly, finding Skin Harmonics has been the biggest blessing, and I am forever grateful!! I was struggling with intense breakouts + trying to be proactive about anti-aging. This resulted in getting stuck in a Sephora hamster wheel, completely trapped into trying new products only to find that my acne was getting worse and ""clean"" anti-aging products began giving me dark spots around my eyes. I tried more and more products, diet changes, supplements, everything... hoping to find a solution. It felt completely hopeless.
At start of quarantine, my skin began breaking out like never before. Cystic pimples that were painful, embarrassing, and to be hones completely consuming. I tried everything and my skin seemed to only be getting worse. I'd spent hours researching ingredients in products + skin care, and continued to be let down. 

When I stumbled upon Skin Harmonics on Yelp (so random), the reviews seemed promising and I figured I'd give this a shot. Obviously, nothing else was working. I called Danny and we had an initial consult. She painted a clear picture our skin operates, and promised me that my skin would clear up. To my disbelieve, she kept that promise... Magic worker!

Starting the process was not glamorous with the extraction facial, but absolutely worth it. Without a doubt. 

I received my recommended Skin Harmonics products after my initial consult (the re-usable glass packaging is amazing btw).
 She then recommended: 
1- Use the products morning + night. She warned me my skin would purge 
as I adjusted to the products for two weeks (which I was already breaking out constantly so it wasn't out of the ordinary).
2- The facial. Danny explained the extraction would be intense and that the next could days I would need to lay low and let my skin heal. She was right, it definitely was painful, but satisfying at the same time knowing that years of reoccurring clogged pores were finally having their break through. It was pretty insane, looking back on how much my face had stored through the years. Yikes! ... so yes. worth it.
3. Recovery + self care. I stayed out of the sun and avoided makeup for the few days after the facial. I used only Skin Harmonics products and let my face heal.

Now..... 
My skin is now the absolute best it has ever looked!!! Blown away. I am never going back to the Sephora trap!! Danny's products are all that I need, literally. My breakouts are gone and the anti-aging ingredients in the products are incredible. I feel like a new woman and cannot imagine if I hadn't found Skin Harmonics. So much gratitude. 

Skin Harmonics is an ABSOLUTE MUST!!! Thank you for changing my life... Unreal results. Seriously, I cannot say enough good things. Danny has gone above and beyond, even has given me advice on my boyfriend's skin issues (as he's stubborn and won't deal haha). She is on your team and I 100% recommend Skin Harmonics to everyone. The best investment you could make for your physical self. 

... This is NOT an ad. I am truly blown away and hope everyone has the chance to work with Danny.";30/10/2020 03:15
#NOME?;PTX3ps_kEII6VnHPXz2qAg;uYMVRPYEqpmVXWN2xOs5KQ;4;4;2;6;"Really lovely environment and service. The quality of food is great & the menu offers basics with a twist, just enough to make the fare different and delicious! Wine bin pairings are listed next to all items on the menu, allowing diners a easy way to select a recommended wine to compliment their cuisine. 

I've had a few visits to Cooper's Hawk and look forward to dining there when the opportunity presents.

*Disclaimer, I did attend a large party lunch with a pre-arranged, set menu previously. Our orders were specified prior to our luncheon. I won't go in to detail, but I will say I would not recommend having a function hosted at Cooper's Hawk. It was really terrible service & food wise.";28/01/2016 01:48
cHIzZSLQ6gVjPcQZDkH1eA;a8NwMzaO-6d5hyW7Y9UBaQ;1_qR_k-LKvVWVaesFRglRg;5;0;0;0;I love this place it has top notch pizza and breadsticks and it's cheap. I always feel bad when I get the buffet because it's really cheap;17/09/2020 03:14
cebJmXON3sUZScQeHoXAsQ;eActOACqipoT9tt0TJrQhg;VQcCL9PiNL_wkGf-uF3fjg;5;1;0;0;We definitely made the right choice dining here. Our waiter, I believe his name was Deshaun - was excellent. We got the artichoke dip free for checking in on Yelp and it was delicious. My husband and son shared the New Orleans trio or sampler, whatever it was called - as well as an alligator po'boy. They loved everything. I even tried each of the trio items - not sure if I'd like them - and the crawfish etoufee was my favorite, with the gumbo close behind. My daughter and I shared the fried shrimp - and hands down - it was the BEST shrimp I've ever tasted in my life. Delicious! A++++ for everything.;01/07/2019 22:22
btOla3VCfm1hxgT0FD1VJA;z1Hlj0SgrsngMavH-Zcb9A;xLnwmGwax89vXaSybNl6Qg;5;0;0;0;We love our Pro, Megan. Always does a fantastic and thorough job. Keeps our cats in, is super friendly and receptive to any suggestions. Best service in Reno!;18/11/2021 12:37
JI5MOaysWeFDYK3nChNW7Q;A88o4GU9-QKWx7v71-ip7w;PkQ40ShiibJxzDki1PMZMw;5;1;0;1;"I took my SUV in for a left front tire repair. They checked me in and said it would be about 90 minutes because there were 3 others in front of me. I went to the waiting area to take some work calls. 
90 minutes later they called me to the desk and said my car was ready. They had found a small screw in the tire. 
They asked me to sign the checkout, then gave me my keys. I was perplexed a bit. ""How much do I owe you?""
Gabe said, ""Oh it's free for tire repairs right now. Happy holidays!""

What an awesome feeling. Thank you Les Schwab! I'll definitely be back.";17/12/2021 18:14
1WiONpecf7IT6zHqZQarWg;0oJC2eCTdA7Ho0uXTMikkg;f5we3ga5t9QwpuM4KHGACg;5;0;0;0;Shawn and Evelyn  did an amazing job for me right before the holidays! They were friendly,  quick and very efficient.  I look forward to hiring them again very soon!;17/12/2021 20:39
App041KBhRF0pw5ZH6rwBA;fKrTRENW9MWtBpDjn22pzQ;6XBHzqJLKnIk402Q0xlxZg;5;0;0;0;"We first went to this restaurant May of 2020 and they did their best to take care of us with takeout. Soon we were able to enjoy the nice outdoor patio and now we enjoy the bar seating and service.
Consistently friendly and delicious, but definitely the best salsa in central Indiana!";18/12/2021 01:09
NW0BiMlXC9IZ_BIw2iSPPw;i-DPwYq1IDHk2ksmQ0b2cQ;2pDXWt8KnncH7FEHL25NvA;5;0;0;0;I finally made it to IL Granaio last night for dinner , a friend and I went .  We split a Caesar salad to start - it was very good, I had the gnocchi with pork cheek , sun dried tomatoes and mushrooms - it was delicious , the gnocchi were homemade , and amazing ! My friend had chicken Parm ( she said it was the best she has ever had ) Desert was a super tall , rich slice of cheesecake ( made in house ). Service was excellent . I will definitely be returning.;06/06/2019 23:34
5LBJk6o23QUJeahztCsG0g;a5XvEtYqTIHpRarDlJ1v8w;2OSMOlOmMVtBLoPN338vsQ;5;2;0;2;This shop is so cute! There are so many good items for gifts or just for yourself! The last time I was in I picked up some jam and El Guapo bitters but there are all sorts of cute cards, candles, ornaments, etc. There is really something for everyone! Worth checking out the next time you need the perfect gift!;30/11/2021 21:17
nJn5IXpTrrshft22bEMs1w;CdtCr3BoOkQIZLo_J5-sew;agH--1cTHcj-rduHmnAJgQ;5;0;0;0;We are here for a late dinner. Service, sushi rolls and ramen were all wonderful! Seating is a bit odd, due to the booth side of the table being half sized, however the food makes up for it! We'll be back soon!;24/12/2021 16:01
D5m9z5kwi3OgQya2mt8KMA;IWrSLVz8Z1oo1cQVxYNTXQ;H-hmY9T6Wv2vV3OTW9Apsg;2;0;0;0;Finally decided to do a nail day with my girls. Walking in I noticed the establishment was clean and there was only one other client in there. Truly enjoyed the service until midway thru. People started to filter in. I felt extremely anxious over the lack of social distancing... especially when another client was seated next to my daughter and they shared a nail station. When we left there was 21 people in the establishment. It quickly turned from a relaxing experience to an experience of regret and anxiety. In addition to lack of social distancing there was a lack of disinfecting surfaces. Although all workers wore masks and they had masks for sale, they did not require clients to wear them.;22/05/2020 01:21
X7wP1n7KyMLEYH5DnmjmfQ;KtUBnpeKHgHph5E1XHXDQQ;0VujPNSbLhKRnJBpLq9xxg;1;1;0;1;2 chicken sandwich meals $30, not seasoned, tasted more mayo than the actual small chicken breast. Unseasoned fries. Not worth the drive or money. Nice looking restaurant though. Replace this with a famous Dave's or something actually southern. Popeyes is better than this;30/11/2021 01:20
9_d3HufvOlM0hJx5gHluMw;lUV8GjSTSmkF2oFhVr08ew;I_1GURBE73oKkPHNCvCCiQ;5;2;0;1;"Always considered the Best Pizza in Wesley Chapel. Authentic. NY. Pizzas, Stromboli's, you name it, it's made with love and tradition. 

Not to mention...The owner is a Hero in my Book. After 23 years of service and 8 Combat Tours, all I asked was to see if they offered a 10% discount. 

My Man said, ""Thank you for your service Brother, it's on me.""  

That's one of the main reasons their food is so awesome! Their hearts are in it!!! Made me feel alright to be a civilian for a little bit....

Thanks Boss!!";27/09/2021 20:32
2TZXowwTTB81WIeAnb0zMA;AstgDHkU455jP2dhRR3nRQ;6OC8ErU_m06KABnfSXTJEA;2;0;0;0;"This was my favorite Pho spot for a while, but the last two takeout orders have been disappointing. We've been receiving less and less broth with our pho orders, especially when we order extra pho on the side. I love the broth here, which is why I order extra. It seems like the ""extra"" I order is just taken from the original containers  Will definitely be checking out other locations spots.. I thought I found my go-to Pho spot but am going to reconsider.";27/12/2021 01:06
BQwxcbOdMHgnw0e-KCok5Q;4B0wDIOu326MWL4knHVNIg;Nxa362GcR1WWK2og8uJ_sQ;1;0;1;1;A lot of employees standing around but yet no service. The food was awful. The manager looked at our table a few times but did not bother to ask how everything was or if we liked more water.  We left with all the food still on the table and no one cared why we did not eat our lunch.;14/12/2021 17:06
jlcvB553tOC2xv1tPs01gQ;r9S0VYrdXJrdhfR7OXj8tA;a2fPSiSDcJZhK6GaIUQKaQ;4;18;4;6;"The best Italian hoagies! Fresh ingredients, heavy on the meats, soft rolls. 

They make home made stuffed shells and raviolis and fresh from scratch pasta. 

They sell lunch meats, and hoagies, along with cannoli's and from scratch pasta. When I come, I usually get the hoagies and cannoli's- they are so delicious.";24/02/2020 03:13
XP1kIdDZeR5Z45AWPSmdCQ;1qdJdow_Ns82rWH-rD8cXA;Q3omBAwUi1TGicLNaRlB0Q;5;3;0;2;Bibibop is focusing on Well Being. 100% Gluten Free. Asian / Korean Inspired Restaurant, serving Salad, Rice or noodle bowl with plenty healthy toppings as options. Affordable. Vegetarian and Vegan Friendly restaurant.;16/10/2021 20:32
iONZ977L1ikiVQqAGjwwzQ;pou3BbKsIozfH50rxmnMew;EcvYjxzZ47YmdxbEzoGToA;4;1;0;5;"Why 4 stars? Because there's nothing like a friendly, neighborhood coffee shop.

   ---   ---   ---

Never heard of Everything Dolce, but I think they will be getting my business from now on when I am need of caffeine in St Pete. I went with a Cafe Con Leche, and it was certainly delicious. The best part, was the banter between myself and the people behind the counter, as I awaited my sugary goodness. Friendliness is awesome.

And sugary, it was. He asked me if I wanted it sweet (uh, yes... every single time, sir) and he hooked it up. That was one delicious CCL, and it wasn't even made by a Cuban!

Job well done, new favorite coffee shop in St Pete.";07/04/2013 22:41
TBcSV2kAMU1jyPP5wroucQ;fWpsIu4PlOAZb7lHmb7w0g;2lvIF-TGuqzkzRf7i3NCCg;2;7;5;1;"I went here because the first time you check in, you get a free brow wax. Other than that, there really isn't much to say about this place. Nothing special and nothing particularly memorable. 

They waxed my brows. The end.";24/08/2015 20:17
Q_muRG-w27KKM3DoQAGwLw;eDZhD9g6QURiqyDMfo2PIA;RleiW2_QLyxgNjFfqDoZpw;5;0;0;0;Brilliant.  Have been here several times and everything I've had has been spot on.  Excellent value also.  Four courses for what they charge is practically a gift when you consider the quality of preparation.  I'm not going to go into detail because nothing here has disappointed.  Nothing.  I suggest this place any time to anyone when the subject of where to go and eat comes up.;15/07/2015 06:58
nGqbKzid9q1Vi80mIktTTQ;GypsdbOqkqwKb1pP_4eANg;PRbf-L4kY5vOGLxwBwzdSg;5;2;0;0;"First time here with my husband. We asked for suggestions and were told the matcha and the bubble milk tea are the most popular ones. The bubble milk tea one is very large, so we chose this smaller one.

The snow ice has a very different texture from any frozen dessert we've had before. A good texture of course. The ice is not super cold, so you won't feel brain freeze if you have a lot at one time. The matcha flavor was very light, not sweet at all, but very light matcha flavor also. The most surprising part is that there are some fillings inside. The red bean filling added the sweetness to the right amount. There is another kind of filling that I don't know what it is...

Overall, this is a very special experience. Will come back to try some other flavors!";26/10/2021 13:26
SChUm1Lo96o4MhPiL_meow;3t_Jf5R5uRllg9ERHnsgRQ;2WGnykxiM-Mp-qIm2u7iAw;4;2;0;0;"I always order the Family Style Meals, which are definitely worth the price! I actually enjoy the appetizers and salads much more than the entrees. We usually get some combination of stuffed mushrooms (I always crave these for days afterwards), sausage and peppers, mussels, calamari, and Maggiano's salad (they have a great dressing!). You can eat an extraordinary amount if you carve out some time and refill your plates multiple times before moving onto the next course. Ask for refills ahead of time since they take a while! (We definitely asked for stuffed mushrooms at least 3 times.) Both times I have been to the Philly Maggiano's, the waiter has told my group that he couldn't believe we finished everything. Oops.

The service is pretty average. The waiters are nice, but do not come around enough. This is probably because we wanted a decent number of refills, so I don't fault them too much. We just flagged them down. The lobby looks really nice, and the dining area is fine.";22/12/2013 23:36
ilxKoZSWq22mUR_OAKKZ-g;fhnW5ZvxGXZIBZlXKSTQog;W4V5t7YvPxExVcti8AE6Tw;2;0;1;0;Usually they take forever to bring you your pizza. I live about five minutes and they manage to make it a 30 minute drive. today my pizza came in reeling of weed. the entire box stunk. Maybe next time get some drivers who can stay away from the blunt for a couple hours;24/11/2021 03:09
5qwRjFR3DKTNrqhee9P1aw;q19hfXyjR5feKpKt_PrKAA;1ohoSG3Ry5EqjSRPzbzDww;4;0;0;0;I eat here quite often. I have tried at least 7 other Chinese restaurants in the area and this is by far my preference. The staff is extremely nice and caters to all of my needs when I go. The food is consistently good, and is freshly prepared. My favorite is the Generals Chicken, but I've also had the Mandarin, Sweet and Sour, and Boneless friend Chicken, Kung Bo chicken and Generals Shrimp and Shrimp with Lobster sauce (different than I'm used to but still good.) and none have left me wishing i went somewhere else.;07/11/2012 18:39
5EstBaJ-83NaMT18-gTHdQ;FKPqLAmB_UxwsjbL9gb2Fg;AFeKrByZAqzy8yeCDuP0Lw;3;0;0;0;"We were going to go to Ford's garage for my birthday dinner, decided to go here instead..
We have frequent this and other RT's many times in the past
The Server was fine...
They were having a little problem keeping the salad bar fully stocked, but was good as usual.
I had a steak, it was cooked as requested, but it was tough and not flavorful.
Garlic Mashed was less than special...
The rest of the food was OK to good..
We all had different drinks (4 of us) and ALL of them were WEAK..
We all kinda thought maybe they were Virgin they were so week..";18/01/2020 02:32
6--J_k4X0utlbGCvJqH0fw;-44rGGwjvxQbWJP92epIog;YXaecOFzGVPMQIwx2mq7uQ;2;1;0;1;"Understaffed, disgusting hamburger patties, poor service, you name it, Fuse has it when it comes to cons.  Our bartender had an attitude with our group and treated us like we were a thorn in his side for ordering drinks and food from him.  The wings were the only edible item on the menu that we had.  I ordered a burger that was honestly embarrassing that they would serve it.  The patties looked like such poor quality that they didn't even resemble ground beef. They were greyish in color, had zero seasoning and honestly were inedible, I threw the whole burger out.  Sad because being inside the Gaylord Palms, you'd expect this to be at least a decent bar/food option but it's not.  I would have rather left the property and be treated correctly, served freshly cooked edible food and spent my money in an establishment that actually cares.  This is a sad, sad, dining experience and I'm surprised it's acceptable to management and ownership.  

I understand covid is impacting a lot of industries including hospitality but the issues here are a lot deeper than covid related.  There is a fundamental flaw here for lack of attention to detail, care for your job, service to customers and an overall dining experience.  I will definitely not waste my time or money in a place like this again.";04/01/2022 20:04
KY3RPqF3BHeisOt7hfr0_A;sZZIdTs6GxkgRDD8AKmvzw;WmbwdluLzN8qXfYjYKPkqA;5;0;0;0;Great Food, Great atmosphere,  great prices.  If you havent tried it, it is well worth your time;11/08/2019 13:27
IaoTwsfzVzorFTM1-xbe0Q;iAJ15W0T6n1KMrSkGju3MQ;FPvwaSdVk5dN0Ya_FB9qKg;5;2;0;2;I was wondering what to rating I should give this place and I found no reason why they shouldn't get five stars. Service is on point, online seat reservation, comfy seating, and enjoyable environment. As long as I stay in NOLA this is the only theater I will go to.;06/03/2015 03:48
6zdqPuuYFfJRHwSunGqr3A;0gEAqoboQ9TMkb8Eo_9OEA;DRFYfzBf-WzQUjN0eUo1HA;3;2;0;0;The pork plate tasted pretty okay and you get a lot of food for the price. The corn bread that came with it was hard and a corner piece. Luckily, I can't have gluten so I just threw it away but I would've indulged if it were actually soft and edible. The field of greens salad I got  was disappointing. It was a full salad not even a side salad, which is what I wanted. There was no way I could've ate that much food myself. The majority of the salad was wilted and soggy so it was a total waste of money. In total I spent $20 for all of it and I don't know if I'd come back. Maybe when I'm not on my lunch as I took the food to go.;21/08/2018 23:00
tQ7n_KUIqTyDxt-T-O-uCQ;RkY3bDoxG4a1FSA_tuD3Eg;E6Qs5dCetaqZqHOnqVZ2Ng;4;5;0;2;"It's an organized mess--just as a good book shop should be.

I enjoy getting lost in here, coming across some interesting titles.  Good prices, and you may just run into the owner's chill cat!

Bonus:  they're open pretty late for a book shop.";24/06/2018 04:43
7pGSwMwMxwHdj_RAEvDcPw;3IH8qG5FNKZuMRY5TSlgYA;DxzL49yhgQ2CxZvmcXV_YA;3;1;2;2;"Ok so this is a difficult review to write. The reason this is so is because I have now been here 3 times and the first 2 times were pretty good the 3rd was atrocious. The first time I went it was to grab a quick bite with a girlfriend after our work out. We got the Edamame with the garlic lime topping as our appetizer and omg these are amazing!!! I highly recommend them. For my entree I chose the Buenos Aires bowl as it sounded as the most delicious to me and it did not have beans (which I am not a fan of). I instantly fell in love with this bowl! All the flavor! omg! I got it with the coconut avocado rice as my base and blackened chicken as my protein. After that first time I could not wait to go back and grab another bowl, so I did. I went back for a late lunch with another girlfriend on a Saturday afternoon at about 3pm. Again I had the edamame appetizer and I ordered the Buenos Aires bowl as my entree, this time I had a Michelob ultra with my meal (yes they have a beer selection + a craft soda machine). Again everything was great, food was delicious, service was fine, nothing crazy! 

Well fast forward to this past weekend when I finally got honey to bring me to this establishment after raving about how great it was. We arrived on a Saturday afternoon and were promptly seated by the kind hostess. The restaurant was not too busy maybe about 6 or 7 tables and it seemed they had quite a bit of servers/staff. It just so happened we had made it in time for Happy hour, this meant discounts on bowls and drinks! Our server quickly came over, introduced herself and took our drink orders. Honey just ordered water and I got a white sangria. This is when thing started to go down hill. I am pretty sure I received a mimosa in a wine glass the way one would serve sangria, either that or there was a ton of orange juice in my white sangria. I let it slide... Our waitress is now ready to take our order, I excitedly state I would like the Buenos Aires bowl when she tells me they are out. I am very annoyed at this point because this bowl is honestly the only reason I chose to come to this establishment on a Saturday afternoon. I figured it's not the waitresses fault and just suck it up, happy I did because shortly after she stated a patron the day before was very upset they did not have the bowl. I then asked her to recommend another bowl that is similar, she recommended the fajita bowl stating it was basically the same and that they could provide the chimichurri sauce that comes with the Buenos Aires. After looking at the menu it is very apparent these bowls are not ""basically the same bowl"" and in fact this bowl contains beans, after expressing my disdain for beans she stated the can came sure to not include them. Great! This is not what  came here for but heck I am trying something new. Honey ordered some other bowl which he did say he enjoyed. Well our bowls come out and wouldn't you know it mine is covered in beans. As I wait for our server to come back around (trying to make eye contact) I tell honey to go on and start eating his food, he wants to wait a bit. Our server comes over and i explain the issue, she apologizes and says they will remake it and it will be right out. Waiting, waiting, waiting... I tell honey to eat his food. He begins to eat and I can tell he is trying to take his time. Waiting, waiting, waiting. Honey is done with his dish. Waiting, waiting, waiting, hostess happens to be walking by and ask if everything is okay, at this point I tell her it is not and that we just want our check and we will be leaving. She noticed honey had finished his dish and we had finished our drink and I still did not have my food. Finally my dish appears as I am waiting for the check. I tell the person that brought it out that I am okay I will just take my check. At this point I had already decided and told honey I would just get a Chipotle bowl and eat it at home. Honey is very patient and was a server back in the day he was the reason I was patient so long--- but it got to the point where even he was like ""this is ridiculous"" and agreed I'm better off just grabbing a bowl at Chipotle. The only thing we can assume is that they put my ticket in for a new bowl as if a new customer had walked in?!?!?!?!? Why was my ticket not cut in line and my dish rectified in a more expedient manner? Beyond me! Anyhow they packaged my meal to go and out 2 cookies in the bag, I appreciated the gesture but I was so upset I was ready to get out of there and we did. We paid our tab and they had removed my bowl which was kind. When I got home and ate my bowl I was disappointed. It was not ""basically the same bowl"" very different and just not as good even with adding the chimichurri sauce they gave me on the side. 

All in all many mistakes where made! How do you run out of the Buenos Aires bowl? How does it take longer to correct a bowl than it did to initially make it? Just make another!";07/06/2019 14:05
UOlHKJEeWwSLaFIvz2cObQ;GX4lio7E96sCpRsyUfzGdQ;T0qzsFxkHK9w1afnmns4fw;5;2;0;2;I thoroughly enjoyed this place! It's a bit on the small side in terms of seating, but has great drinks. It has a cool, Swedish vibe and was perfect for popping into to warm up on a cold, frigid day. I would definitely go back!;15/01/2018 21:01
84WF8ZOUXI_x-MhwD7IgUQ;XwSnFkVgQzk6z6iwVwUm1g;oGjhYdT6jaKzh6E7EyqKOw;5;0;0;0;This office isn't the dreaded ybor distribution center. I just went there to resolve a hold issue with previous owners and the staff and service were great and very friendly!;13/05/2021 00:06
7ujw2gnNkq-Iamcb25bvNg;vUew2ZG7Zr63NmDfz96_2A;KW7hDw16MIvR_gyNKzTvNQ;5;1;0;1;I LOVE this place. The tacos are amazing but by far my favorite is the tostadas. The chorizo is on point and I love the steak. The juices are always a plus too as I love watermelon. I bring as many people as I can here. Authentic solid food. Always.;22/11/2016 16:03
UG5zvRe6DoinHoCIsihb9w;JLjwyhktF1GgK6fElnZzzQ;#NOME?;3;1;1;1;This is our 2nd time here and I am still not overly impressed. The steaks are good but I find them bland. We ordered chicken fingers for my son and I found them better. Tiny spot with outdoor seating. Nothing fancy. It's on an awesome street and that's the best part!;03/09/2019 21:28
Jw2ASiosyeACRLH45Q9l_g;U_DL5GbEdUfvrcswuXY9ng;JeSIzQ1MbaYGMrGDtEAutQ;5;0;0;1;"Super delicious and innovative popsicle that are made with fresh ingredients! You'll find all kinds of flavors, including pineapple basil, mohito, strawberry mint, as well as some off-the-chain ones like avocado and goat cheese. They have vegan and dairy options, to quench all your summer needs. All vegan popsicles are $3, and dairy ones are $3.50. Also, if you're a frequent visitor, your 10th popsicle constitutes 1 free one!
I had the pineapple basil popsicle which started off iffy but ended up delicious. In thr beginning all I could taste was basil, but soon the pineapple pulp bust in and the combination was amazing.";03/08/2016 16:42
#NOME?;NcOobrUnuD0PMMieAA49TQ;#NOME?;5;1;0;1;Super fast, super yum enough said. The falafel sandwiches made with Dizengoff pitas is a must. Staff is super helpful in case you are unsure of what to choose. This place is a must at any of their locations, hands down best falafel I have ever had.;17/11/2018 02:24
68NX05_XApvgdgpUHYl6Iw;0oLUvJnNu2RzFwXLsuaqYQ;lGKQ01-GSgSNBI4v8cj5dw;4;13;6;13;"I honestly can't imagine being a small business owner in today's new horrifying Covid-19 reality. The amount of pressure to stay afloat when most people aren't leaving their homes must be intense, but to go ahead and OPEN a new business during these rough economic times takes perhaps the biggest set of balls that have ever existed. This is exactly what the guys at Heights Meat Market (new Brandon/Bloomingdale Ave. location) have done, essentially extending their middle fingers to the virus, pushing their chips to the middle of the table, and betting all-in that the Brandon community will flock to their new store to devour their vast selection of meat and specialty game. 
        Truth be told, I visited this new location on a whim as I was actually cutting through back roads to avoid traffic on Bell Shoals and Bloomingdale when the buddy I was with mentioned that they read somewhere that this new store had just opened a couple of months ago and that we should check it out because they'd heard that their Seminole Heights location had a great reputation. Since I'm a sucker for checking out new places, I quickly jotted into the adjoining parking lot next to the auto parts store where this new establishment now resides, and we ventured inside. 
         I've never been to any of their other stores (Seminole Heights and Land O' Lakes), so I don't know what exactly the layout is supposed to look like, but I have to admit that the inside looked a little underwhelming (you can make your own assumptions based on the pictures I took attached to this review).  Perhaps things were more spread out due to virus regulations, but it was basically about 14-15 freezer cases that had signs atop each one describing the proteins that were inside each one. But seriously, who cares, it's all about the product that they provide and based on that notion, this is where my dilemma makes my way into this story. 
        I didn't actually purchase anything, so my review is really about getting this particular store on the YELP map (I noticed no one had reviewed the place yet, so I wanted to help them out). The guys in the store (I'm pretty sure were the owners) were extremely nice and friendly, and did a great job describing everything in the store and answering all of the multitude of questions that people had. I would have gone 5 stars based on my overall experience, but I just have one gripe (which is really just my own personal issue) and that is that they outsource all of their meats from out of town (other states). I'm probably just getting old and cranky, but when I think meat market I envision the old school butchers that are still wearing their bloody aprons from cutting up their meat in the back when they come out to the counter to help you, but I digress. 
          Per my earlier comments, this review was really an attempt to help get butts in the door for these fine folks, so my promise to them is that I will do a follow up review after I've actually purchased and eaten their delectable looking meats, and then give some quality feedback. Until then my fellow Brandonites, go check this place out and let me know what YOU think, and make sure to continue to support local businesses like these guys, they all need are help in these crappy times";19/09/2020 00:00
